Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
5475,39 minutes,22,Howard St at Beale St,79,7th St at Brannan St,4377,3,1983,Male,29,2022-11-30
5476,31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5409,1,1983,Female,29,2022-10-01
5477,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5374,1,1986,Male,26,2022-10-28
5478,21 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4832,3,1960,Male,26,2022-03-13
5479,9 minutes,81,Berry St at 4th St,91,Berry St at King St,4956,2,1994,Female,26,2022-07-06
5480,17 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2039,2,1986,Female,29,2022-05-27
5481,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,4671,2,1962,Male,27,2022-05-06
5482,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),42,San Francisco City Hall (Polk St at Grove St),5023,1,2000,Female,29,2022-05-22
5483,9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5561,2,1971,Male,29,2022-03-17
5484,9 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4965,2,1965,Female,27,2022-03-22
5485,77 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5070,2,1988,Female,29,2022-10-31
5486,7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5468,3,1996,Male,29,2022-06-24
5487,14 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,5406,1,1986,Male,29,2022-10-15
5488,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5069,1,1989,Male,26,2022-10-12
5489,8 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,1699,3,1973,Female,26,2022-01-12
5490,8 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5230,2,1986,Male,29,2022-11-26
5491,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,319,1,1985,Male,26,2022-09-29
5492,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,4924,2,1993,Female,26,2022-07-31
5493,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4329,3,1992,Male,27,2022-12-21
5494,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4656,2,1987,Male,27,2022-09-19
5495,18 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,5274,1,1994,Female,29,2022-09-17
5496,14 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2434,2,1998,Male,26,2022-04-15
5497,5 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,4944,3,1976,Male,27,2022-06-15
5498,8 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5044,3,1994,Female,27,2022-09-21
5499,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4974,1,1979,Female,26,2022-02-04
5500,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1718,2,1974,Male,27,2022-07-17
5501,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,5004,3,1988,Male,27,2022-04-16
5502,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5141,2,1960,Male,27,2022-10-13
5503,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5230,1,1998,Male,26,2022-12-02
5504,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,184,1,1999,Male,27,2022-08-06
5505,15 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2361,2,1984,Male,26,2022-09-16
5506,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5163,2,1982,Male,27,2022-05-30
5507,45 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5374,2,1982,Male,26,2022-12-16
5508,44 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5230,2,1983,Female,26,2022-06-08
5509,28 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5472,3,1980,Male,26,2022-04-14
5510,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),31,Raymond Kimbell Playground,4942,2,1981,Male,27,2022-11-02
5511,23 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,1973,1,1994,Female,26,2022-08-07
5512,22 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,2628,3,1996,Female,26,2022-12-23
5513,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5005,3,1992,Female,27,2022-02-24
5514,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,2454,2,1993,Male,27,2022-06-06
5515,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,5364,2,1971,Male,29,2022-05-25
5516,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5274,2,1993,Male,26,2022-09-03
5517,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,4395,2,1991,Female,29,2022-06-30
5518,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,5286,1,1989,Male,26,2022-12-31
5519,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),336,Potrero Ave and Mariposa St,4889,2,1985,Female,27,2022-09-13
5520,20 minutes,81,Berry St at 4th St,323,Broadway at Kearny,4986,2,1990,Male,26,2022-12-22
5521,6 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5442,2,1953,Male,29,2022-09-21
5522,2 minutes,81,Berry St at 4th St,64,5th St at Brannan St,4970,1,1995,Male,27,2022-10-29
5523,27 minutes,30,San Francisco Caltrain (Townsend St at 4th St),70,Central Ave at Fell St,5314,2,1984,Female,26,2022-07-23
5524,30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),134,Valencia St at 24th St,5505,3,1996,Male,26,2022-12-22
5525,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4671,1,1983,Male,26,2022-04-28
5526,28 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,579,2,1986,Male,29,2022-11-23
5527,28 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,2270,3,1968,Female,26,2022-11-29
5528,236 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4979,2,1983,Female,26,2022-10-25
5529,30 minutes,81,Berry St at 4th St,74,Laguna St at Hayes St,1850,3,1986,Male,26,2022-09-09
5530,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4329,2,1985,Male,26,2022-06-25
5531,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5141,2,1986,Female,29,2022-08-31
5532,30 minutes,81,Berry St at 4th St,74,Laguna St at Hayes St,1285,1,1993,Female,27,2022-06-18
5533,9 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4997,1,1992,Male,26,2022-05-08
5534,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5421,3,1983,Male,27,2022-10-21
5535,8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5051,2,1977,Male,27,2022-10-06
5536,16 minutes,22,Howard St at Beale St,368,Myrtle St at Polk St,1672,1,1990,Male,26,2022-02-09
5537,31 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,4426,1,1999,Male,27,2022-12-10
5538,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4438,3,1994,Female,29,2022-06-03
5539,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5383,1,1992,Male,29,2022-11-19
5540,10 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,5283,2,1981,Male,29,2022-10-23
5541,12 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,5424,1,1991,Female,27,2022-05-31
5542,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,62,1,1990,Female,29,2022-06-30
5543,18 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),5140,1,1967,Male,29,2022-04-12
5544,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4980,2,1998,Male,27,2022-06-25
5545,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3062,3,1993,Female,29,2022-08-10
5546,10 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,5057,3,1993,Male,29,2022-09-16
5547,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,1515,2,1992,Male,27,2022-08-18
5548,10 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,5389,2,1976,Male,29,2022-04-07
5549,30 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5496,1,1985,Female,27,2022-04-01
5550,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,868,2,1992,Male,29,2022-10-09
5551,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),4761,1,1991,Female,26,2022-08-30
5552,11 minutes,5,Powell St BART Station (Market St at 5th St),39,Scott St at Golden Gate Ave,4946,1,1987,Male,29,2022-08-22
5553,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,3079,1,1989,Female,29,2022-03-30
5554,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,5034,3,1969,Male,27,2022-02-19
5555,27 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,858,2,1988,Other,29,2022-06-08
5556,16 minutes,3,Powell St BART Station (Market St at 4th St),125,20th St at Bryant St,5448,3,1991,Male,27,2022-08-18
5557,48 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4968,3,1950,Male,29,2022-02-17
5558,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,4608,2,1980,Male,27,2022-07-27
5559,4 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,4945,3,1990,Male,27,2022-07-02
5560,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3151,2,1991,Male,26,2022-12-11
5561,12 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5343,1,1980,Male,29,2022-09-27
5562,12 minutes,81,Berry St at 4th St,61,Howard St at 8th St,2135,1,1994,Male,27,2022-01-19
5563,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4608,2,1980,Male,29,2022-01-08
5564,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,192,2,1999,Female,26,2022-08-11
5565,2 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),2061,1,1993,Male,26,2022-11-06
5566,4 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,5004,2,1976,Male,29,2022-11-28
5567,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5505,2,1988,Male,26,2022-11-24
5568,9 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,4657,3,1962,Male,29,2022-08-10
5569,8 minutes,81,Berry St at 4th St,321,5th St at Folsom,4938,2,1992,Male,27,2022-08-19
5570,4 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,2526,3,1963,Male,26,2022-11-13
5571,12 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4966,1,1990,Female,29,2022-11-14
5572,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,498,2,1975,Male,27,2022-06-27
5573,9 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,5494,2,1982,Male,26,2022-12-16
5574,14 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),5318,1,1980,Male,27,2022-08-13
5575,13 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,5506,1,1988,Female,27,2022-10-18
5576,21 minutes,16,Steuart St at Market St,126,Esprit Park,4337,1,1994,Male,29,2022-02-16
5577,10 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4395,2,1995,Female,29,2022-04-08
5578,7 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2644,2,1988,Female,26,2022-02-22
5579,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2539,2,1989,Male,26,2022-10-11
5580,4 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),5163,3,1983,Male,27,2022-07-10
5581,21 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4980,1,1967,Male,27,2022-06-03
5582,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5492,2,1992,Male,29,2022-03-17
5583,15 minutes,3,Powell St BART Station (Market St at 4th St),133,Valencia St at 22nd St,5014,1,1968,Male,29,2022-08-26
5584,44 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4432,2,1988,Male,26,2022-06-13
5585,4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1707,2,1969,Male,27,2022-08-01
5586,4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5141,1,1973,Female,29,2022-12-16
5587,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,5247,1,1971,Male,27,2022-08-02
5588,27 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5014,2,1998,Female,27,2022-04-16
5589,27 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5004,2,1998,Female,27,2022-04-19
5590,27 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5496,3,1998,Female,26,2022-07-15
5591,27 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5424,2,1998,Female,27,2022-04-02
5592,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),4978,2,1990,Female,29,2022-07-10
5593,72 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),62,3,1957,Male,29,2022-01-09
5594,72 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),283,1,1957,Male,26,2022-01-15
5595,6 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5526,1,1982,Female,27,2022-11-13
5596,19 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,4911,2,1964,Male,29,2022-10-23
5597,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,626,2,1986,Male,29,2022-01-04
5598,24 minutes,3,Powell St BART Station (Market St at 4th St),76,McCoppin St at Valencia St,5369,2,1980,Male,27,2022-02-10
5599,28 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,5008,2,1985,Male,26,2022-04-20
5600,41 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5057,1,1988,Male,27,2022-07-25
5601,10 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,4850,1,1993,Male,26,2022-08-29
5602,7 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,4726,2,1983,Male,26,2022-03-02
5603,3 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5389,2,1994,Female,27,2022-01-13
5604,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5422,1,1993,Male,27,2022-07-28
5605,2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5008,3,1985,Male,27,2022-01-05
5606,24 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5008,2,1985,Male,26,2022-12-20
5607,8 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5518,1,1980,Male,26,2022-07-30
5608,36 minutes,5,Powell St BART Station (Market St at 5th St),361,Mendell St at Fairfax Ave,5034,2,1989,Other,29,2022-11-20
5609,36 minutes,5,Powell St BART Station (Market St at 5th St),361,Mendell St at Fairfax Ave,5274,1,1989,Other,26,2022-06-26
5610,30 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,4317,2,1988,Male,26,2022-10-30
5611,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5539,3,1994,Female,26,2022-06-15
5612,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5464,2,1993,Male,26,2022-06-29
5613,39 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),62,2,1969,Male,27,2022-02-04
5614,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,133,2,1973,Male,26,2022-12-17
5615,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3284,2,2001,Female,29,2022-06-13
5616,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,209,2,1972,Female,29,2022-03-26
5617,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2222,2,1965,Male,27,2022-09-09
5618,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,4658,2,1993,Male,27,2022-02-14
5619,10 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,1401,2,1973,Female,29,2022-05-07
5620,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4358,2,1987,Male,26,2022-10-30
5621,3 minutes,81,Berry St at 4th St,91,Berry St at King St,4986,1,1990,Female,27,2022-05-21
5622,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1707,2,1947,Male,26,2022-11-30
5623,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,495,2,1950,Female,27,2022-04-25
5624,29 minutes,22,Howard St at Beale St,358,Williams Ave at 3rd St,4671,1,1999,Male,26,2022-07-03
5625,29 minutes,22,Howard St at Beale St,358,Williams Ave at 3rd St,5329,2,1998,Male,27,2022-03-27
5626,12 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,1537,3,1989,Female,27,2022-08-16
5627,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4929,1,1989,Female,26,2022-03-16
5628,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5480,2,1988,Male,29,2022-03-24
5629,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,5286,1,1979,Female,29,2022-05-10
5630,8 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5045,1,1984,Male,29,2022-10-11
5631,37 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,5367,1,1989,Male,27,2022-01-02
5632,6 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,291,3,1982,Male,29,2022-11-03
5633,309 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,4946,2,1985,Male,26,2022-04-18
5634,7 minutes,5,Powell St BART Station (Market St at 5th St),22,Howard St at Beale St,2692,3,1997,Other,27,2022-06-07
5635,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),375,Grove St at Masonic Ave,5278,1,1989,Male,26,2022-07-19
5636,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5366,1,1993,Male,27,2022-05-26
5637,5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5166,1,1994,Male,27,2022-03-10
5638,2 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),1181,2,1990,Female,29,2022-08-10
5639,13 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,5364,1,1976,Male,26,2022-11-30
5640,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),4711,2,1984,Male,29,2022-05-28
5641,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5222,2,1988,Male,29,2022-11-08
5642,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5533,2,1982,Male,29,2022-06-26
5643,6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5318,3,1993,Male,29,2022-10-09
5644,9 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,1506,3,1999,Male,26,2022-01-31
5645,9 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),4949,2,1985,Male,27,2022-06-06
5646,14 minutes,81,Berry St at 4th St,139,Garfield Square (25th St at Harrison St),4954,2,1995,Male,26,2022-12-03
5647,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,5541,2,1973,Male,27,2022-12-27
5648,29 minutes,5,Powell St BART Station (Market St at 5th St),9,Broadway at Battery St,5556,1,1980,Male,26,2022-05-08
5649,29 minutes,5,Powell St BART Station (Market St at 5th St),9,Broadway at Battery St,4974,2,1980,Male,29,2022-04-19
5650,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,1574,2,1989,Male,27,2022-04-24
5651,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2250,3,1992,Male,27,2022-10-26
5652,14 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,5354,2,1987,Female,26,2022-02-19
5653,13 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,5054,2,1986,Male,29,2022-06-21
5654,6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5389,1,1995,Male,26,2022-03-16
5655,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,4933,2,1987,Male,27,2022-04-04
5656,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5332,1,1990,Male,29,2022-01-29
5657,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,5031,3,1977,Male,27,2022-11-04
5658,14 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,4811,2,1989,Male,29,2022-11-25
5659,14 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,5307,2,1992,Male,29,2022-10-10
5660,29 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,4809,3,1988,Male,26,2022-06-28
5661,13 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,5030,2,1988,Male,29,2022-08-12
5662,9 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,5470,2,1993,Male,26,2022-09-04
5663,29 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4804,2,2000,Male,27,2022-11-03
5664,29 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4970,2,1989,Other,29,2022-11-23
5665,29 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4877,2,1999,Male,27,2022-05-09
5666,8 minutes,5,Powell St BART Station (Market St at 5th St),77,11th St at Natoma St,4930,2,1983,Male,27,2022-08-19
5667,5 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,5223,3,1993,Male,26,2022-05-03
5668,31 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4988,2,1975,Male,29,2022-05-30
5669,31 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5575,1,1985,Male,29,2022-02-23
5670,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,1630,1,1991,Male,27,2022-08-15
5671,15 minutes,16,Steuart St at Market St,88,11th St at Bryant St,3226,1,1989,Male,26,2022-04-21
5672,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5575,1,1985,Male,29,2022-06-12
5673,11 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4949,3,1997,Female,29,2022-10-18
5674,11 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4358,2,1993,Male,26,2022-06-21
5675,15 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,5108,2,1997,Other,26,2022-05-11
5676,16 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,5382,1,1998,Male,29,2022-11-01
5677,15 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,5558,3,1998,Male,26,2022-01-31
5678,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,500,3,1991,Male,26,2022-08-16
5679,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5017,3,1992,Male,26,2022-10-03
5680,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4997,2,1987,Male,27,2022-01-10
5681,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,4741,2,1975,Female,27,2022-11-08
5682,37 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5539,2,1975,Male,26,2022-12-24
5683,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5575,3,1985,Male,27,2022-07-02
5684,1 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5521,3,1957,Male,29,2022-11-11
5685,8 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4937,2,1989,Male,26,2022-07-05
5686,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,2970,2,1994,Female,27,2022-07-28
5687,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,2125,1,1996,Female,27,2022-06-19
5688,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4736,2,1991,Male,27,2022-07-21
5689,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,5314,1,1983,Female,27,2022-03-26
5690,7 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,2454,2,1993,Male,26,2022-01-07
